Company,Title,Date,Name
Прилепска пиварница АД Прилеп,Unaudited income statement 01.01. - 30.09.,2024-10-25,PRIPIV
Прилепска пиварница АД Прилеп,Purchase/sale of own shares,2024-10-15,PRIPIV
Прилепска пиварница АД Прилеп,Purchase/sale of own shares,2024-09-18,PRIPIV
Прилепска пиварница АД Прилеп,Purchase/sale of own shares,2024-09-02,PRIPIV
Прилепска пиварница АД Прилеп,Other price sensitive information,2024-07-31,PRIPIV
Прилепска пиварница АД Прилеп,Unaudited financial statements 01.01. - 30.06.,2024-07-31,PRIPIV
Раде Кончар - Апаратна техника АД Скопје,Other price sensitive information,2024-12-18,RADE
Раде Кончар - Апаратна техника АД Скопје,Proposal - decisions for the Shareholders' Meeting,2024-11-15,RADE
Раде Кончар - Апаратна техника АД Скопје,Public call for assembly,2024-11-15,RADE
Раде Кончар - Апаратна техника АД Скопје,Other price sensitive information,2024-10-29,RADE
Раде Кончар - Апаратна техника АД Скопје,Unaudited income statement 01.01. - 30.09.,2024-10-29,RADE
Раде Кончар - Апаратна техника АД Скопје,Other price sensitive information,2024-07-29,RADE
Раде Кончар - Апаратна техника АД Скопје,Changes in management bodies,2024-07-29,RADE
Раде Кончар - Апаратна техника АД Скопје,Other price sensitive information,2024-07-29,RADE
Раде Кончар - Апаратна техника АД Скопје,Unaudited financial statements 01.01. - 30.06.,2024-07-29,RADE
Раде Кончар - Апаратна техника АД Скопје,Other decisions of the assembly,2024-07-24,RADE
Реплек АД Скопје,Other price sensitive information,2024-12-24,REPL
Реплек АД Скопје,Other price sensitive information,2024-12-19,REPL
Реплек АД Скопје,Other price sensitive information,2024-12-16,REPL
Реплек АД Скопје,Other price sensitive information,2024-12-16,REPL
Реплек АД Скопје,Other price sensitive information,2024-12-11,REPL
Реплек АД Скопје,Other price sensitive information,2024-12-03,REPL
Реплек АД Скопје,Other price sensitive information,2024-11-26,REPL
Реплек АД Скопје,Other price sensitive information,2024-11-19,REPL
Реплек АД Скопје,Other price sensitive information,2024-11-12,REPL
Реплек АД Скопје,Other price sensitive information,2024-11-06,REPL
РЖ Економика АД Скопје,Unaudited income statement 01.01. - 30.09.,2024-10-29,RZECO
РЖ Економика АД Скопје,Other price sensitive information,2024-07-26,RZECO
РЖ Економика АД Скопје,Unaudited financial statements 01.01. - 30.06.,2024-07-26,RZECO
РЖ Интер-Трансшпед АД Скопје,Other price sensitive information,2024-11-18,RZINTER
РЖ Интер-Трансшпед АД Скопје,Unaudited income statement 01.01. - 30.09.,2024-10-30,RZINTER
РЖ Интер-Трансшпед АД Скопје,Other price sensitive information,2024-07-29,RZINTER
РЖ Интер-Трансшпед АД Скопје,Unaudited financial statements 01.01. - 30.06.,2024-07-29,RZINTER
РЖ Интер-Трансшпед АД Скопје,Stakeholder Deal,2024-07-05,RZINTER
РЖ Техничка контрола АД Скопје,Unaudited income statement 01.01. - 30.09.,2024-10-31,RZTECH
РЖ Техничка контрола АД Скопје,Other price sensitive information,2024-07-30,RZTECH
РЖ Техничка контрола АД Скопје,Unaudited financial statements 01.01. - 30.06.,2024-07-30,RZTECH
Рудници Бањани АД Скопје,Unaudited income statement 01.01. - 30.09.,2024-10-30,RUDNIK
Рудници Бањани АД Скопје,Other price sensitive information,2024-07-29,RUDNIK
Рудници Бањани АД Скопје,Unaudited financial statements 01.01. - 30.06.,2024-07-29,RUDNIK
Сигурносно стакло АД Прилеп,Unaudited income statement 01.01. - 30.09.,2024-10-28,SIGST
Сигурносно стакло АД Прилеп,Other price sensitive information,2024-07-30,SIGST
Сигурносно стакло АД Прилеп,Unaudited financial statements 01.01. - 30.06.,2024-07-30,SIGST
Силекс АД Кратово,Other price sensitive information,2024-12-25,SILEX
Силекс АД Кратово,Unaudited income statement 01.01. - 30.09.,2024-11-12,SILEX
Силекс АД Кратово,Unaudited income statement 01.01. - 30.09.,2024-10-30,SILEX
Силекс АД Кратово,Other price sensitive information,2024-08-14,SILEX
Силекс АД Кратово,Unaudited financial statements 01.01. - 30.06.,2024-08-14,SILEX
Силекс АД Кратово,Distribution of profit,2024-08-13,SILEX
Силекс АД Кратово,Other decisions of the assembly,2024-08-13,SILEX
Силекс АД Кратово,Other price sensitive information,2024-07-24,SILEX
Силекс АД Кратово,Unaudited financial statements 01.01. - 30.06.,2024-07-24,SILEX
Силекс АД Кратово,Other price sensitive information,2024-07-12,SILEX
Скопски Пазар АД Скопје,Other price sensitive information,2024-10-24,SKOPP
Скопски Пазар АД Скопје,Unaudited income statement 01.01. - 30.09.,2024-10-24,SKOPP
Скопски Пазар АД Скопје,Stakeholder Deal,2024-09-03,SKOPP
Скопски Пазар АД Скопје,Proposal - decisions for the Shareholders' Meeting,2024-08-01,SKOPP
Скопски Пазар АД Скопје,Public call for assembly,2024-08-01,SKOPP
Скопски Пазар АД Скопје,Other price sensitive information,2024-07-29,SKOPP
Скопски Пазар АД Скопје,Unaudited financial statements 01.01. - 30.06.,2024-07-29,SKOPP
Славеј АД Скопје,Other price sensitive information,2024-10-31,SLAVEJ
Славеј АД Скопје,Unaudited income statement 01.01. - 30.09.,2024-10-31,SLAVEJ
Славеј АД Скопје,Other price sensitive information,2024-10-30,SLAVEJ
Славеј АД Скопје,Other price sensitive information,2024-07-31,SLAVEJ
Славеј АД Скопје,Unaudited financial statements 01.01. - 30.06.,2024-07-31,SLAVEJ
Славеј АД Скопје,Other price sensitive information,2024-07-30,SLAVEJ
СН Осигурителен Брокер АД Битола,Other price sensitive information,2024-11-01,SNOS
СН Осигурителен Брокер АД Битола,Unaudited income statement 01.01. - 30.09.,2024-11-01,SNOS
СН Осигурителен Брокер АД Битола,Other price sensitive information,2024-11-01,SNOS
СН Осигурителен Брокер АД Битола,Unaudited income statement 01.01. - 30.09.,2024-11-01,SNOS
СН Осигурителен Брокер АД Битола,Other price sensitive information,2024-07-31,SNOS
СН Осигурителен Брокер АД Битола,Unaudited financial statements 01.01. - 30.06.,2024-07-31,SNOS
СН Осигурителен Брокер АД Битола,Other decisions of the assembly,2024-07-02,SNOS
Современ дом АД Прилеп,Other decisions of the assembly,2024-11-15,SOVDOM
Современ дом АД Прилеп,Other price sensitive information,2024-10-24,SOVDOM
Современ дом АД Прилеп,Unaudited income statement 01.01. - 30.09.,2024-10-24,SOVDOM
Современ дом АД Прилеп,Proposal - decisions for the Shareholders' Meeting,2024-10-15,SOVDOM
Современ дом АД Прилеп,Public call for assembly,2024-10-15,SOVDOM
Современ дом АД Прилеп,Other price sensitive information,2024-07-29,SOVDOM
Современ дом АД Прилеп,Unaudited financial statements 01.01. - 30.06.,2024-07-29,SOVDOM
Стопанска банка АД Битола,Other price sensitive information,2024-10-25,STBBIT
Стопанска банка АД Битола,Unaudited income statement 01.01. - 30.09.,2024-10-25,STBBIT
Стопанска банка АД Битола,Changes in management bodies,2024-10-15,STBBIT
Стопанска банка АД Битола,Other price sensitive information,2024-09-30,STBBIT
Стопанска банка АД Битола,Changes in management bodies,2024-09-30,STBBIT
Стопанска банка АД Битола,Other price sensitive information,2024-09-27,STBBIT
Стопанска банка АД Битола,Other price sensitive information,2024-09-13,STBBIT
Стопанска банка АД Битола,Other price sensitive information,2024-09-04,STBBIT
Стопанска банка АД Битола,Other price sensitive information,2024-08-26,STBBIT
Стопанска банка АД Битола,Other price sensitive information,2024-08-01,STBBIT
Стопанска банка АД Скопје,Other price sensitive information,2024-10-30,STBSKP
Стопанска банка АД Скопје,Unaudited income statement 01.01. - 30.09.,2024-10-30,STBSKP
Стопанска банка АД Скопје,Changes in management bodies,2024-08-08,STBSKP
Стопанска банка АД Скопје,Other price sensitive information,2024-07-31,STBSKP
Стопанска банка АД Скопје,Unaudited financial statements 01.01. - 30.06.,2024-07-31,STBSKP
Стопанска банка АД Скопје,Unaudited financial statements 01.01. - 30.06.,2024-07-31,STBSKP
Стопанска банка АД Скопје,Changes in management bodies,2024-07-25,STBSKP
Стопанска банка АД Скопје,Other decisions of the assembly,2024-07-16,STBSKP
Стопанска банка АД Скопје,Changes in management bodies,2024-07-16,STBSKP
Струмичко поле АД с. Василево,Non-audited profit&loss account 01.01. - 30.09.,2024-10-18,STRPOL
Струмичко поле АД с. Василево,Non-audited profit&loss account 01.01. - 30.09.,2024-10-18,STRPOL
Струмичко поле АД с. Василево,Unaudited income statement 01.01. - 30.09.,2024-10-18,STRPOL
Струмичко поле АД с. Василево,Other price sensitive information,2024-07-31,STRPOL
Струмичко поле АД с. Василево,Non-audited financial statements 01.01. - 30.06.,2024-07-31,STRPOL
Струмичко поле АД с. Василево,Other price sensitive information,2024-07-31,STRPOL
Струмичко поле АД с. Василево,Unaudited financial statements 01.01. - 30.06.,2024-07-31,STRPOL
ТЕАЛ АД Тетово,Unaudited income statement 01.01. - 30.09.,2024-10-31,TEAL
ТЕАЛ АД Тетово,Other price sensitive information,2024-07-30,TEAL
ТЕАЛ АД Тетово,Unaudited financial statements 01.01. - 30.06.,2024-07-30,TEAL
Технокомерц АД Скопје,Other price sensitive information,2024-11-11,TEHNO
Технокомерц АД Скопје,Unaudited income statement 01.01. - 30.09.,2024-11-11,TEHNO
Технокомерц АД Скопје,Other price sensitive information,2024-10-28,TEHNO
Технокомерц АД Скопје,Unaudited income statement 01.01. - 30.09.,2024-10-28,TEHNO
Технокомерц АД Скопје,Unaudited financial statements 01.01. - 30.06.,2024-07-30,TEHNO
Технокомерц АД Скопје,Other price sensitive information,2024-07-30,TEHNO
Трготекстил малопродажба АД Скопје,Other price sensitive information,2024-10-31,TRGOT
Трготекстил малопродажба АД Скопје,Unaudited income statement 01.01. - 30.09.,2024-10-31,TRGOT
Трготекстил малопродажба АД Скопје,Other price sensitive information,2024-07-31,TRGOT
Трготекстил малопродажба АД Скопје,Unaudited financial statements 01.01. - 30.06.,2024-07-31,TRGOT
ТТК Банка АД Скопје,Proposal - decisions for the Shareholders' Meeting,2024-12-27,TTK
ТТК Банка АД Скопје,Changes in management bodies,2024-12-25,TTK
ТТК Банка АД Скопје,Other price sensitive information,2024-12-18,TTK
ТТК Банка АД Скопје,Other price sensitive information,2024-12-12,TTK
ТТК Банка АД Скопје,Proposal - decisions for the Shareholders' Meeting,2024-12-12,TTK
ТТК Банка АД Скопје,Public call for assembly,2024-12-12,TTK
ТТК Банка АД Скопје,Other decisions of the assembly,2024-11-05,TTK
ТТК Банка АД Скопје,Unaudited income statement 01.01. - 30.09.,2024-10-31,TTK
ТТК Банка АД Скопје,Other price sensitive information,2024-10-31,TTK
ТТК Банка АД Скопје,Proposal - decisions for the Shareholders' Meeting,2024-10-08,TTK
Уготур АД Скопје,Other price sensitive information,2024-10-31,UGOTUR
Уготур АД Скопје,Unaudited income statement 01.01. - 30.09.,2024-10-31,UGOTUR
Уготур АД Скопје,Other price sensitive information,2024-07-31,UGOTUR
Уготур АД Скопје,Unaudited financial statements 01.01. - 30.06.,2024-07-31,UGOTUR
УНИ Банка АД Скопје,Changes in management bodies,2024-12-27,UNI
УНИ Банка АД Скопје,Other price sensitive information,2024-10-30,UNI
УНИ Банка АД Скопје,Unaudited income statement 01.01. - 30.09.,2024-10-30,UNI
УНИ Банка АД Скопје,Other price sensitive information,2024-10-24,UNI
УНИ Банка АД Скопје,Other price sensitive information,2024-10-16,UNI
УНИ Банка АД Скопје,Other price sensitive information,2024-08-30,UNI
УНИ Банка АД Скопје,Other price sensitive information,2024-08-20,UNI
УНИ Банка АД Скопје,Other price sensitive information,2024-07-24,UNI
УНИ Банка АД Скопје,Unaudited financial statements 01.01. - 30.06.,2024-07-24,UNI
Фабрика Карпош АД Скопје,Unaudited income statement 01.01. - 30.09.,2024-11-01,FAKM
Фабрика Карпош АД Скопје,Unaudited income statement 01.01. - 30.09.,2024-11-01,FAKM
Фабрика Карпош АД Скопје,Unaudited financial statements 01.01. - 30.06.,2024-08-01,FAKM
Фабрика Карпош АД Скопје,Other price sensitive information,2024-08-01,FAKM
Факом АД Скопје,Other price sensitive information,2024-12-25,FAKM
Факом АД Скопје,Unaudited income statement 01.01. - 30.09.,2024-11-04,FAKM
Факом АД Скопје,Unaudited income statement 01.01. - 30.09.,2024-11-04,FAKM
Факом АД Скопје,Other price sensitive information,2024-09-19,FAKM
Факом АД Скопје,Other price sensitive information,2024-08-16,FAKM
Факом АД Скопје,Unaudited financial statements 01.01. - 30.06.,2024-08-15,FAKM
Факом АД Скопје,Other price sensitive information,2024-08-01,FAKM
Факом АД Скопје,Unaudited financial statements 01.01. - 30.06.,2024-08-01,FAKM
Фершпед АД Скопје,Other price sensitive information,2024-11-15,FUBT
Фершпед АД Скопје,Unaudited income statement 01.01. - 30.09.,2024-11-15,FUBT
Фершпед АД Скопје,Unaudited income statement 01.01. - 30.09.,2024-10-31,FUBT
Фершпед АД Скопје,Other price sensitive information,2024-10-31,FUBT
Фершпед АД Скопје,Other price sensitive information,2024-08-15,FUBT
Фершпед АД Скопје,Unaudited financial statements 01.01. - 30.06.,2024-08-15,FUBT
Фершпед АД Скопје,Other price sensitive information,2024-07-31,FUBT
Фершпед АД Скопје,Unaudited financial statements 01.01. - 30.06.,2024-07-31,FUBT
Фершпед АД Скопје,Other price sensitive information,2024-07-05,FUBT
Фруктал Мак АД Скопје,Stakeholder Deal,2024-12-20,FRUMK
Фруктал Мак АД Скопје,Proposal - decisions for the Shareholders' Meeting,2024-11-20,FRUMK
Фруктал Мак АД Скопје,Proposal - decisions for the Shareholders' Meeting,2024-11-18,FRUMK
Фруктал Мак АД Скопје,Proposal - decisions for the Shareholders' Meeting,2024-11-18,FRUMK
Фруктал Мак АД Скопје,Public call for assembly,2024-11-18,FRUMK
Фруктал Мак АД Скопје,Unaudited income statement 01.01. - 30.09.,2024-10-30,FRUMK
Фруктал Мак АД Скопје,Other price sensitive information,2024-07-30,FRUMK
Фруктал Мак АД Скопје,Unaudited financial statements 01.01. - 30.06.,2024-07-30,FRUMK
Фустеларко Борец АД Битола,Other price sensitive information,2024-10-29,FUSBOR
Фустеларко Борец АД Битола,Unaudited income statement 01.01. - 30.09.,2024-10-29,FUSBOR
Фустеларко Борец АД Битола,Other price sensitive information,2024-07-29,FUSBOR
Фустеларко Борец АД Битола,Unaudited financial statements 01.01. - 30.06.,2024-07-29,FUSBOR
Хотели-Метропол АД Охрид,Other price sensitive information,2024-10-31,METRO
Хотели-Метропол АД Охрид,Unaudited income statement 01.01. - 30.09.,2024-10-31,METRO
Хотели-Метропол АД Охрид,Other price sensitive information,2024-07-31,METRO
Хотели-Метропол АД Охрид,Unaudited financial statements 01.01. - 30.06.,2024-07-31,METRO
Цементарница УСЈЕ АД Скопје,Distribution of profit,2024-12-12,USJE
Цементарница УСЈЕ АД Скопје,Other price sensitive information,2024-10-31,USJE
Цементарница УСЈЕ АД Скопје,Unaudited income statement 01.01. - 30.09.,2024-10-31,USJE
Цементарница УСЈЕ АД Скопје,Other price sensitive information,2024-07-31,USJE
Цементарница УСЈЕ АД Скопје,Unaudited financial statements 01.01. - 30.06.,2024-07-31,USJE
Централна кооперативна банка АД Скопје,Proposal - decisions for the Shareholders' Meeting,2024-12-25,CKB
Централна кооперативна банка АД Скопје,Public call for assembly,2024-12-25,CKB
Централна кооперативна банка АД Скопје,Other price sensitive information,2024-11-29,CKB
Централна кооперативна банка АД Скопје,Other decisions of the assembly,2024-11-19,CKB
Централна кооперативна банка АД Скопје,Changes in management bodies,2024-11-19,CKB
Централна кооперативна банка АД Скопје,Proposal - decisions for the Shareholders' Meeting,2024-11-11,CKB
Централна кооперативна банка АД Скопје,Other price sensitive information,2024-10-31,CKB
Централна кооперативна банка АД Скопје,Unaudited income statement 01.01. - 30.09.,2024-10-30,CKB
Централна кооперативна банка АД Скопје,Proposal - decisions for the Shareholders' Meeting,2024-10-17,CKB
Централна кооперативна банка АД Скопје,Public call for assembly,2024-10-17,CKB
